"id","username","email","password","fullName","role","isActive","lastLogin","createdAt","updatedAt"
"cmhsbjkeb000gmaft5y6g409v","supervisor16","andi.wibowo16@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Andi Wibowo","SUPERVISOR",true,"2025-10-16T23:02:31.403Z","2025-11-09T23:02:31.427Z","2025-11-09T23:02:31.427Z"
"cmhsbjkec000hmaft5m3ziehj","supervisor17","rina.nugroho17@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Rina Nugroho","SUPERVISOR",true,"2025-10-20T23:02:31.403Z","2025-11-09T23:02:31.429Z","2025-11-09T23:02:31.429Z"
"cmhsbjked000imafthnf2qkbi","supervisor18","fajar.saputra18@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Fajar Saputra","SUPERVISOR",true,"2025-11-07T23:02:31.403Z","2025-11-09T23:02:31.430Z","2025-11-09T23:02:31.430Z"
"cmhsbjkef000jmaftnq80ep5o","supervisor19","joko.rahmanto19@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Joko Rahmanto","SUPERVISOR",true,"2025-10-20T23:02:31.403Z","2025-11-09T23:02:31.431Z","2025-11-09T23:02:31.431Z"
"cmhsbjkeg000kmaftgbda2u0o","supervisor20","rina.wibowo20@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Rina Wibowo","SUPERVISOR",true,"2025-10-12T23:02:31.403Z","2025-11-09T23:02:31.433Z","2025-11-09T23:02:31.433Z"
"cmhsbjkei000lmaft1tp11xa3","supervisor21","slamet.susilo21@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Slamet Susilo","SUPERVISOR",true,"2025-11-04T23:02:31.403Z","2025-11-09T23:02:31.434Z","2025-11-09T23:02:31.434Z"
"cmhsbjkej000mmaftkhfh4ked","supervisor22","eko.rahman22@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Eko Rahman","SUPERVISOR",true,"2025-11-03T23:02:31.403Z","2025-11-09T23:02:31.435Z","2025-11-09T23:02:31.435Z"
"cmhsbjkek000nmaftllf74480","supervisor23","imam.nugroho23@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Imam Nugroho","SUPERVISOR",true,"2025-10-27T23:02:31.403Z","2025-11-09T23:02:31.437Z","2025-11-09T23:02:31.437Z"
"cmhsbjkel000omaft2ljkrku0","supervisor24","rina.susilo24@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Rina Susilo","SUPERVISOR",true,"2025-10-18T23:02:31.403Z","2025-11-09T23:02:31.438Z","2025-11-09T23:02:31.438Z"
"cmhsbjken000pmaftxgneofux","supervisor25","sri.setiawan25@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Sri Setiawan","SUPERVISOR",true,"2025-11-01T23:02:31.403Z","2025-11-09T23:02:31.439Z","2025-11-09T23:02:31.439Z"
"cmhsbjkep000qmaftz5v0j23y","supervisor26","ratna.hidayat26@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Ratna Hidayat","SUPERVISOR",true,"2025-11-02T23:02:31.403Z","2025-11-09T23:02:31.441Z","2025-11-09T23:02:31.441Z"
"cmhsbjkeq000rmaftzvz9hhwg","supervisor27","siti.rahman27@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Siti Rahman","SUPERVISOR",true,"2025-10-11T23:02:31.403Z","2025-11-09T23:02:31.442Z","2025-11-09T23:02:31.442Z"
"cmhsbjker000smaftlv9hgmeo","supervisor28","indah.hermawan28@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Indah Hermawan","SUPERVISOR",true,"2025-10-12T23:02:31.403Z","2025-11-09T23:02:31.444Z","2025-11-09T23:02:31.444Z"
"cmhsbjkes000tmaft4t7uyt9m","supervisor29","wawan.rahmanto29@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wawan Rahmanto","SUPERVISOR",true,"2025-10-20T23:02:31.403Z","2025-11-09T23:02:31.445Z","2025-11-09T23:02:31.445Z"
"cmhsbjkeu000umaft72sxcbfm","supervisor30","wahyu.santoso30@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wahyu Santoso","SUPERVISOR",true,"2025-11-06T23:02:31.403Z","2025-11-09T23:02:31.446Z","2025-11-09T23:02:31.446Z"
"cmhsbjkev000vmaftbjyqkibu","supervisor31","siti.hartono31@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Siti Hartono","SUPERVISOR",true,"2025-11-09T23:02:31.403Z","2025-11-09T23:02:31.447Z","2025-11-09T23:02:31.447Z"
"cmhsbjkex000wmaftwerlnlyw","supervisor32","ratna.firmansyah32@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Ratna Firmansyah","SUPERVISOR",true,"2025-10-16T23:02:31.403Z","2025-11-09T23:02:31.449Z","2025-11-09T23:02:31.449Z"
"cmhsbjkez000xmaftq52h94hy","supervisor33","siti.suprapto33@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Siti Suprapto","SUPERVISOR",true,"2025-10-22T23:02:31.403Z","2025-11-09T23:02:31.451Z","2025-11-09T23:02:31.451Z"
"cmhsbjkf0000ymaftrwewg00q","supervisor34","wahyu.kurniawan34@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wahyu Kurniawan","SUPERVISOR",true,"2025-10-31T23:02:31.403Z","2025-11-09T23:02:31.452Z","2025-11-09T23:02:31.452Z"
"cmhsbjkf1000zmaftwzn6f7ss","supervisor35","hendra.widodo35@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Hendra Widodo","SUPERVISOR",true,"2025-11-03T23:02:31.403Z","2025-11-09T23:02:31.454Z","2025-11-09T23:02:31.454Z"
"cmhsbjkf20010maftc643gj1c","supervisor36","wahyu.kurniawan36@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wahyu Kurniawan","SUPERVISOR",true,"2025-11-03T23:02:31.403Z","2025-11-09T23:02:31.455Z","2025-11-09T23:02:31.455Z"
"cmhsbjkf40011maftzk8arvmv","supervisor37","dedi.purwanto37@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Dedi Purwanto","SUPERVISOR",true,"2025-10-13T23:02:31.403Z","2025-11-09T23:02:31.456Z","2025-11-09T23:02:31.456Z"
"cmhsbjkf50012maftrngc3r4g","supervisor38","ratna.hidayat38@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Ratna Hidayat","SUPERVISOR",true,"2025-11-07T23:02:31.403Z","2025-11-09T23:02:31.458Z","2025-11-09T23:02:31.458Z"
"cmhsbjkf70013maftuxbjtngc","supervisor39","sri.utomo39@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Sri Utomo","SUPERVISOR",true,"2025-10-19T23:02:31.403Z","2025-11-09T23:02:31.459Z","2025-11-09T23:02:31.459Z"
"cmhsbjkf80014maft46ghpdly","supervisor40","wahyu.firmansyah40@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wahyu Firmansyah","SUPERVISOR",true,"2025-10-25T23:02:31.403Z","2025-11-09T23:02:31.461Z","2025-11-09T23:02:31.461Z"
"cmhsbjkf90015maftmmc9gxhb","supervisor41","ratna.santoso41@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Ratna Santoso","SUPERVISOR",true,"2025-11-04T23:02:31.403Z","2025-11-09T23:02:31.462Z","2025-11-09T23:02:31.462Z"
"cmhsbjkfb0016maft96g4l7e3","supervisor42","yudi.santoso42@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Yudi Santoso","SUPERVISOR",true,"2025-10-14T23:02:31.403Z","2025-11-09T23:02:31.463Z","2025-11-09T23:02:31.463Z"
"cmhsbjkfc0017maft5m6xi7ll","supervisor43","rudi.saputra43@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Rudi Saputra","SUPERVISOR",true,"2025-11-03T23:02:31.403Z","2025-11-09T23:02:31.464Z","2025-11-09T23:02:31.464Z"
"cmhsbjkfd0018maft7eaqkmge","supervisor44","imam.suprapto44@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Imam Suprapto","SUPERVISOR",true,"2025-11-05T23:02:31.403Z","2025-11-09T23:02:31.466Z","2025-11-09T23:02:31.466Z"
"cmhsbjkff0019mafttrr09lpb","supervisor45","lia.hermawan45@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Lia Hermawan","SUPERVISOR",true,"2025-10-13T23:02:31.403Z","2025-11-09T23:02:31.467Z","2025-11-09T23:02:31.467Z"
"cmhsbjkfg001amaftfze5vqss","supervisor46","wahyu.kurniawan46@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wahyu Kurniawan","SUPERVISOR",true,"2025-10-22T23:02:31.403Z","2025-11-09T23:02:31.469Z","2025-11-09T23:02:31.469Z"
"cmhsbjkfh001bmaft4e8pimoj","supervisor47","siti.setiawan47@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Siti Setiawan","SUPERVISOR",true,"2025-10-31T23:02:31.403Z","2025-11-09T23:02:31.470Z","2025-11-09T23:02:31.470Z"
"cmhsbjkfj001cmafts1vmlkvl","supervisor48","agus.putra48@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Agus Putra","SUPERVISOR",true,"2025-10-23T23:02:31.403Z","2025-11-09T23:02:31.471Z","2025-11-09T23:02:31.471Z"
"cmhsbjkfk001dmaftyxs4y5tl","supervisor49","slamet.saputra49@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Slamet Saputra","SUPERVISOR",true,"2025-10-18T23:02:31.403Z","2025-11-09T23:02:31.473Z","2025-11-09T23:02:31.473Z"
"cmhsbjkfm001emaftwp1629bg","supervisor50","slamet.utomo50@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Slamet Utomo","SUPERVISOR",true,"2025-10-18T23:02:31.403Z","2025-11-09T23:02:31.474Z","2025-11-09T23:02:31.474Z"
"cmhsbjkfn001fmaftlb78uz8o","supervisor51","fajar.hartono51@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Fajar Hartono","SUPERVISOR",true,"2025-10-21T23:02:31.403Z","2025-11-09T23:02:31.476Z","2025-11-09T23:02:31.476Z"
"cmhsbjkfo001gmaft5x1mibe6","supervisor52","bambang.susilo52@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Bambang Susilo","SUPERVISOR",true,"2025-11-02T23:02:31.403Z","2025-11-09T23:02:31.477Z","2025-11-09T23:02:31.477Z"
"cmhsbjkfq001hmaft7ulgwdck","supervisor53","agus.suprapto53@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Agus Suprapto","SUPERVISOR",true,"2025-10-29T23:02:31.403Z","2025-11-09T23:02:31.478Z","2025-11-09T23:02:31.478Z"
"cmhsbjkfr001imaftzea5gttz","supervisor54","sugeng.nugroho54@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Sugeng Nugroho","SUPERVISOR",true,"2025-10-29T23:02:31.403Z","2025-11-09T23:02:31.479Z","2025-11-09T23:02:31.479Z"
"cmhsbjkfs001jmaftkhidw659","supervisor55","agus.hidayat55@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Agus Hidayat","SUPERVISOR",true,"2025-10-26T23:02:31.403Z","2025-11-09T23:02:31.481Z","2025-11-09T23:02:31.481Z"
"cmhsbjkfu001kmaftyk6iltee","supervisor56","wahyu.hidayat56@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wahyu Hidayat","SUPERVISOR",true,"2025-11-03T23:02:31.403Z","2025-11-09T23:02:31.482Z","2025-11-09T23:02:31.482Z"
"cmhsbjkfv001lmaft7ijxvzq8","supervisor57","hendra.suprapto57@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Hendra Suprapto","SUPERVISOR",true,"2025-10-28T23:02:31.403Z","2025-11-09T23:02:31.484Z","2025-11-09T23:02:31.484Z"
"cmhsbjkfx001mmaft1cjo39b1","supervisor58","yudi.rahmanto58@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Yudi Rahmanto","SUPERVISOR",true,"2025-10-19T23:02:31.403Z","2025-11-09T23:02:31.485Z","2025-11-09T23:02:31.485Z"
"cmhsbjkfy001nmaftebg9054r","supervisor59","dedi.nugroho59@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Dedi Nugroho","SUPERVISOR",true,"2025-10-25T23:02:31.403Z","2025-11-09T23:02:31.486Z","2025-11-09T23:02:31.486Z"
"cmhsbjkfz001omaftunemdkn1","supervisor60","bambang.wijaya60@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Bambang Wijaya","SUPERVISOR",true,"2025-11-08T23:02:31.403Z","2025-11-09T23:02:31.488Z","2025-11-09T23:02:31.488Z"
"cmhsbjkg0001pmaft6qk5mj2s","supervisor61","indah.santoso61@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Indah Santoso","SUPERVISOR",true,"2025-11-06T23:02:31.403Z","2025-11-09T23:02:31.489Z","2025-11-09T23:02:31.489Z"
"cmhsbjkg2001qmaft2hiy9wic","supervisor62","ratna.prasetyo62@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Ratna Prasetyo","SUPERVISOR",true,"2025-10-29T23:02:31.403Z","2025-11-09T23:02:31.491Z","2025-11-09T23:02:31.491Z"
"cmhsbjkg4001rmaft4ku8515q","supervisor63","andi.rahmanto63@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Andi Rahmanto","SUPERVISOR",true,"2025-11-09T23:02:31.403Z","2025-11-09T23:02:31.492Z","2025-11-09T23:02:31.492Z"
"cmhsbjkg5001smaft0h451znz","supervisor64","indah.hermawan64@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Indah Hermawan","SUPERVISOR",true,"2025-10-21T23:02:31.403Z","2025-11-09T23:02:31.493Z","2025-11-09T23:02:31.493Z"
"cmhsbjkg6001tmafts5b06c7e","supervisor65","rina.utomo65@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Rina Utomo","SUPERVISOR",true,"2025-10-29T23:02:31.403Z","2025-11-09T23:02:31.494Z","2025-11-09T23:02:31.494Z"
"cmhsbjkg8001umaft7k1vtoc5","operator66","andi.firmansyah66@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Andi Firmansyah","OPERATOR",true,"2025-10-24T23:02:31.403Z","2025-11-09T23:02:31.497Z","2025-11-09T23:02:31.497Z"
"cmhsbjkga001vmaftqb2dkf24","operator67","dwi.rahman67@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Dwi Rahman","OPERATOR",true,"2025-11-09T23:02:31.403Z","2025-11-09T23:02:31.498Z","2025-11-09T23:02:31.498Z"
"cmhsbjkgb001wmaftx85ufi4z","operator68","tri.putra68@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Tri Putra","OPERATOR",true,"2025-11-09T23:02:31.403Z","2025-11-09T23:02:31.500Z","2025-11-09T23:02:31.500Z"
"cmhsbjkgc001xmaftej7c4ft9","operator69","dedi.suprapto69@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Dedi Suprapto","OPERATOR",true,"2025-10-28T23:02:31.403Z","2025-11-09T23:02:31.501Z","2025-11-09T23:02:31.501Z"
"cmhsbjkge001ymaftl1i6fh6i","operator70","slamet.utomo70@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Slamet Utomo","OPERATOR",true,"2025-10-23T23:02:31.403Z","2025-11-09T23:02:31.502Z","2025-11-09T23:02:31.502Z"
"cmhsbjkgf001zmafta02elvam","operator71","slamet.utomo71@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Slamet Utomo","OPERATOR",true,"2025-11-08T23:02:31.403Z","2025-11-09T23:02:31.503Z","2025-11-09T23:02:31.503Z"
"cmhsbjkgg0020maftmou9f3i1","operator72","wahyu.hidayat72@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Wahyu Hidayat","OPERATOR",true,"2025-10-29T23:02:31.403Z","2025-11-09T23:02:31.504Z","2025-11-09T23:02:31.504Z"
"cmhsbjkgi0021maft8heoeflx","operator73","lia.widodo73@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Lia Widodo","OPERATOR",true,"2025-10-20T23:02:31.403Z","2025-11-09T23:02:31.506Z","2025-11-09T23:02:31.506Z"
"cmhsbjkgj0022maftbtrs9kf1","operator74","bambang.purwanto74@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Bambang Purwanto","OPERATOR",true,"2025-11-07T23:02:31.403Z","2025-11-09T23:02:31.507Z","2025-11-09T23:02:31.507Z"
"cmhsbjkgk0023mafthepww12l","operator75","sri.utomo75@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Sri Utomo","OPERATOR",true,"2025-10-21T23:02:31.403Z","2025-11-09T23:02:31.509Z","2025-11-09T23:02:31.509Z"
"cmhsbjkgl0024maftg0vbi1xo","operator76","rina.suprapto76@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Rina Suprapto","OPERATOR",true,"2025-10-23T23:02:31.403Z","2025-11-09T23:02:31.510Z","2025-11-09T23:02:31.510Z"
"cmhsbjkgn0025mafttff67ajv","operator77","tri.hermawan77@ptbarasakti.co.id","$2b$10$FXstQWXIuzAoNMEpMwLLTeCGyubfGqr06/BjKl3JKNuxpomPwNxlq","Tri Hermawan","OPERATOR",true,"2025-10-27T23:02:31.403Z","2025-11-09T23:02:31.511Z","2025-11-09T23:02:31.511Z"
