"id","userId","employeeNumber","licenseNumber","licenseType","licenseExpiry","competency","status","shift","totalHours","rating","joinDate","resignDate","createdAt","updatedAt"
"cmhsbjo4b03qomaft3e88vpfk","cmhsbjkh3002hmaft70hm5ite","OPR-0024","SIM-V9X1LT6E","SIM_B2","2027-09-30T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":8}","ACTIVE","SHIFT_3",16368,4.858855008884816,"2017-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.251Z","2025-11-09T23:02:36.251Z"
"cmhsbjo4d03qqmafto26uddnu","cmhsbjkh4002imaftgcebfn6x","OPR-0025","SIM-QNKUV38B","SIM_B2","2029-01-22T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":7}","ACTIVE","SHIFT_1",14140,4.938060761694287,"2018-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.253Z","2025-11-09T23:02:36.253Z"
"cmhsbjo4e03qsmaft5v5jcru5","cmhsbjkh6002jmaftjt4a44bb","OPR-0026","SIM-7BU4NJQ1","OPERATOR_ALAT_BERAT","2028-05-27T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":7}","ACTIVE","SHIFT_2",14243,3.68390524365085,"2018-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.255Z","2025-11-09T23:02:36.255Z"
"cmhsbjo4g03qumaftbcqj3p0q","cmhsbjkh7002kmaft1n6w9ofd","OPR-0027","SIM-THES9TBW","SIM_B2","2028-04-27T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ACTIVE","SHIFT_3",18296,3.945623544092843,"2016-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.257Z","2025-11-09T23:02:36.257Z"
"cmhsbjo4i03qwmaftw4pzq1hr","cmhsbjkh9002lmaft3h7fienj","OPR-0028","SIM-2S4GKGAB","OPERATOR_ALAT_BERAT","2027-07-02T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":6}","ACTIVE","SHIFT_1",12204,3.531171514428046,"2019-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.258Z","2025-11-09T23:02:36.258Z"
"cmhsbjo4k03qymaftcyp82fuy","cmhsbjkha002mmaftaaa9fm21","OPR-0029","SIM-VO2F528B","SIM_B2","2027-07-02T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":5}","ACTIVE","SHIFT_2",10424,3.888976804120652,"2020-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.260Z","2025-11-09T23:02:36.260Z"
"cmhsbjo4m03r0maftmmiu38uk","cmhsbjkhb002nmaft93yc9300","OPR-0030","SIM-SPS5NI8T","SIM_B2","2027-04-03T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ACTIVE","SHIFT_3",18075,4.925724605918681,"2016-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.262Z","2025-11-09T23:02:36.262Z"
"cmhsbjo4n03r2maft2c9yl3dn","cmhsbjkhc002omaftefmf7wn0","OPR-0031","SIM-88EEVRJE","SIM_B2","2027-12-29T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":2}","ACTIVE","SHIFT_1",4290,3.872920377484982,"2023-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.264Z","2025-11-09T23:02:36.264Z"
"cmhsbjo4q03r4maftcrx59g4d","cmhsbjkhd002pmaft15um6nte","OPR-0032","SIM-3NTKICU0","SIM_B2","2026-10-05T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":3}","ACTIVE","SHIFT_2",6091,4.511453468062887,"2022-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.266Z","2025-11-09T23:02:36.266Z"
"cmhsbjo4s03r6mafterq2s1er","cmhsbjkhf002qmaftweiw8clj","OPR-0033","SIM-1Y6MHSO5","SIM_B2","2027-08-31T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":8}","ACTIVE","SHIFT_3",16497,4.907866002503042,"2017-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.268Z","2025-11-09T23:02:36.268Z"
"cmhsbjo4t03r8maftq0ntk3pl","cmhsbjkhg002rmaft60fnufeh","OPR-0034","SIM-FAG4H1J7","SIM_B2","2028-08-25T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ACTIVE","SHIFT_1",18474,3.644988179598299,"2016-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.270Z","2025-11-09T23:02:36.270Z"
"cmhsbjo4v03ramaft15p264cy","cmhsbjkhi002smafts74a6eqa","OPR-0035","SIM-5QFDU7P4","SIM_B2","2029-03-23T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":5}","ACTIVE","SHIFT_2",10333,4.561302837672529,"2020-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.271Z","2025-11-09T23:02:36.271Z"
"cmhsbjo4x03rcmafttjbv01s0","cmhsbjkhj002tmaftwzfh17dz","OPR-0036","SIM-NVK3OKBD","OPERATOR_ALAT_BERAT","2027-08-31T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":7}","ACTIVE","SHIFT_3",14460,4.938080211814585,"2018-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.273Z","2025-11-09T23:02:36.273Z"
"cmhsbjo4y03remaft3d8vithz","cmhsbjkhk002umaftbuzy2rm8","OPR-0037","SIM-1913QPEA","OPERATOR_ALAT_BERAT","2028-08-25T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":9}","ACTIVE","SHIFT_1",18178,4.518167943687801,"2016-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.275Z","2025-11-09T23:02:36.275Z"
"cmhsbjo5003rgmaftpx0q2vgp","cmhsbjkhl002vmaftoih8nf8h","OPR-0038","SIM-8UM8EBJ9","OPERATOR_ALAT_BERAT","2028-12-23T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":6}","ACTIVE","SHIFT_2",12278,3.893498006658316,"2019-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.276Z","2025-11-09T23:02:36.276Z"
"cmhsbjo5203rimaft33fxvxix","cmhsbjkhm002wmaftbcw2f4mf","OPR-0039","SIM-BP7NFZQF","SIM_B2","2026-05-08T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":10}","ACTIVE","SHIFT_3",20463,3.55012378264621,"2015-11-12T23:02:36.204Z",,"2025-11-09T23:02:36.278Z","2025-11-09T23:02:36.278Z"
"cmhsbjo5403rkmaftayolr6w5","cmhsbjkho002xmaft02flh9j4","OPR-0040","SIM-BNFDC1QB","OPERATOR_ALAT_BERAT","2027-06-02T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":1}","ACTIVE","SHIFT_1",2022,4.278559037122058,"2024-11-09T23:02:36.204Z",,"2025-11-09T23:02:36.280Z","2025-11-09T23:02:36.280Z"
"cmhsbjo5603rmmaftarlgfskg","cmhsbjkhp002ymaftw8m5cc6n","OPR-0041","SIM-GWFW3ZM0","OPERATOR_ALAT_BERAT","2026-09-05T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":8}","ACTIVE","SHIFT_2",16394,4.89717725890735,"2017-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.283Z","2025-11-09T23:02:36.283Z"
"cmhsbjo5803romaftobjn4won","cmhsbjkhr002zmaft001je0lh","OPR-0042","SIM-2JF3I0IN","OPERATOR_ALAT_BERAT","2027-02-02T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":9}","ACTIVE","SHIFT_3",18020,3.98459450920926,"2016-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.285Z","2025-11-09T23:02:36.285Z"
"cmhsbjo5a03rqmaftojp5ohn2","cmhsbjkhs0030maftdx8vsoen","OPR-0043","SIM-6O5FW9Q3","OPERATOR_ALAT_BERAT","2027-10-30T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":10}","ACTIVE","SHIFT_1",20445,4.875689832053891,"2015-11-12T23:02:36.204Z",,"2025-11-09T23:02:36.287Z","2025-11-09T23:02:36.287Z"
"cmhsbjo5c03rsmafthklrq71m","cmhsbjkht0031maftok0eku7q","OPR-0044","SIM-BON7QD1C","OPERATOR_ALAT_BERAT","2027-07-02T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":3}","ACTIVE","SHIFT_2",6209,4.94782164147732,"2022-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.288Z","2025-11-09T23:02:36.288Z"
"cmhsbjo5e03rumaft6pbc325p","cmhsbjkhu0032maftbbmrqhnr","OPR-0045","SIM-6ZRVR70L","OPERATOR_ALAT_BERAT","2026-06-07T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":2}","ACTIVE","SHIFT_3",4256,3.799394637728335,"2023-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.290Z","2025-11-09T23:02:36.290Z"
"cmhsbjo5g03rwmaftun1jrrrp","cmhsbjkhw0033mafts6wkhxrl","OPR-0046","SIM-FOF50MYX","SIM_B2","2026-06-07T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":8}","ACTIVE","SHIFT_1",16294,3.725217180376121,"2017-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.292Z","2025-11-09T23:02:36.292Z"
"cmhsbjo5h03rymaftcj1mbsrz","cmhsbjkhx0034maftajgrd6gl","OPR-0047","SIM-K2OY7GXE","OPERATOR_ALAT_BERAT","2027-10-30T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":5}","ACTIVE","SHIFT_2",10087,3.753772462066578,"2020-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.294Z","2025-11-09T23:02:36.294Z"
"cmhsbjo5j03s0maftxickrdtl","cmhsbjkhy0035maftd5grtf1q","OPR-0048","SIM-N2C74JPY","OPERATOR_ALAT_BERAT","2029-03-23T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":3}","ACTIVE","SHIFT_3",6315,3.55391039938076,"2022-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.295Z","2025-11-09T23:02:36.295Z"
"cmhsbjo5l03s2maftiw5wuvnu","cmhsbjki00036mafthlotpm2u","OPR-0049","SIM-LOKVG4HD","OPERATOR_ALAT_BERAT","2026-08-06T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":8}","ACTIVE","SHIFT_1",16378,3.756895472411635,"2017-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.297Z","2025-11-09T23:02:36.297Z"
"cmhsbjo5m03s4maft41y5iqvc","cmhsbjki10037maft4cw7un3t","OPR-0050","SIM-9369WR0I","SIM_B2","2028-06-26T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":3}","SICK","SHIFT_2",6326,4.288906681102128,"2022-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.299Z","2025-11-09T23:02:36.299Z"
"cmhsbjo5p03s6maftqbwywhp0","cmhsbjki20038maftaz0jpluk","OPR-0051","SIM-GEF0M9D2","SIM_B2","2026-09-05T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":4}","ACTIVE","SHIFT_3",8304,4.874312370526859,"2021-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.301Z","2025-11-09T23:02:36.301Z"
"cmhsbjo5q03s8mafts2fbqx0b","cmhsbjki30039maftl3no22xp","OPR-0052","SIM-WLCRJABZ","SIM_B2","2028-12-23T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":1}","ACTIVE","SHIFT_1",2002,4.42399789561904,"2024-11-09T23:02:36.204Z",,"2025-11-09T23:02:36.303Z","2025-11-09T23:02:36.303Z"
"cmhsbjo5s03samaftnkpli2kt","cmhsbjki4003amaft8el2msgk","OPR-0053","SIM-RZ9JKTKU","SIM_B2","2027-08-01T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":9}","ACTIVE","SHIFT_2",18275,4.517280272702976,"2016-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.304Z","2025-11-09T23:02:36.304Z"
"cmhsbjo5u03scmaftrk3i6u76","cmhsbjki6003bmaftbq5fedl8","OPR-0054","SIM-FW3H3IA4","SIM_B2","2026-12-04T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":2}","ACTIVE","SHIFT_3",4274,4.54730253375987,"2023-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.306Z","2025-11-09T23:02:36.306Z"
"cmhsbjo5v03semaftfce2q2bz","cmhsbjki7003cmaftjcyofa3o","OPR-0055","SIM-V6EYEDE2","OPERATOR_ALAT_BERAT","2027-12-29T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":1}","ACTIVE","SHIFT_1",2448,4.163323986057541,"2024-11-09T23:02:36.204Z",,"2025-11-09T23:02:36.308Z","2025-11-09T23:02:36.308Z"
"cmhsbjo5x03sgmaft932pxpcp","cmhsbjki8003dmaft0t2v4llt","OPR-0056","SIM-7W6TTYSZ","SIM_B2","2027-10-30T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":6}","ACTIVE","SHIFT_2",12317,4.28841856978978,"2019-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.309Z","2025-11-09T23:02:36.309Z"
"cmhsbjo5y03simaftxjvlm8yg","cmhsbjki9003emaftbrq64c0l","OPR-0057","SIM-9SXAE3V7","SIM_B2","2029-02-21T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":4}","ACTIVE","SHIFT_3",8111,4.957306461704527,"2021-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.311Z","2025-11-09T23:02:36.311Z"
"cmhsbjo6003skmaft2yypv16z","cmhsbjkib003fmaftbui3gtjb","OPR-0058","SIM-PQBU24SR","SIM_B2","2027-12-29T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":6}","ACTIVE","SHIFT_1",12100,3.776177732405589,"2019-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.312Z","2025-11-09T23:02:36.312Z"
"cmhsbjo6203smmaftg4fwbia3","cmhsbjkic003gmaft89i6yfd6","OPR-0059","SIM-CGIAU6F7","OPERATOR_ALAT_BERAT","2028-05-27T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":2}","ACTIVE","SHIFT_2",4428,4.986316045461541,"2023-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.314Z","2025-11-09T23:02:36.314Z"
"cmhsbjo6403somaft7blt3w6e","cmhsbjkie003hmaftc3zykkb5","OPR-0060","SIM-5J0H4R07","SIM_B2","2027-09-30T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":8}","ACTIVE","SHIFT_3",16238,4.52324247708338,"2017-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.316Z","2025-11-09T23:02:36.316Z"
"cmhsbjo6603sqmafts1g6h25s","cmhsbjkif003imaftihomft4t","OPR-0061","SIM-UFCOLEGQ","SIM_B2","2026-05-08T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":4}","ACTIVE","SHIFT_1",8356,4.538947125928514,"2021-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.318Z","2025-11-09T23:02:36.318Z"
"cmhsbjo6703ssmafthipz3wn7","cmhsbjkig003jmaft8qblylhh","OPR-0062","SIM-WU7P2BR8","OPERATOR_ALAT_BERAT","2027-03-04T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":6}","ACTIVE","SHIFT_2",12167,4.520931388108141,"2019-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.320Z","2025-11-09T23:02:36.320Z"
"cmhsbjo6903sumaft36kvr17i","cmhsbjkih003kmaftmuaowrdr","OPR-0063","SIM-2I73F20Z","SIM_B2","2028-12-23T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":10}","ACTIVE","SHIFT_3",20045,4.340283040380674,"2015-11-12T23:02:36.204Z",,"2025-11-09T23:02:36.321Z","2025-11-09T23:02:36.321Z"
"cmhsbjo6b03swmaftlxill6ar","cmhsbjkii003lmaft0pwy4ahh","OPR-0064","SIM-16EPL8SX","SIM_B2","2027-12-29T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":1}","ON_LEAVE","SHIFT_1",2297,4.805668479668091,"2024-11-09T23:02:36.204Z",,"2025-11-09T23:02:36.323Z","2025-11-09T23:02:36.323Z"
"cmhsbjo6c03symaftme3lvfwc","cmhsbjkik003mmaftp3ynr9sj","OPR-0065","SIM-WRZMWN0P","SIM_B2","2029-02-21T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":false,""years_experience"":10}","ACTIVE","SHIFT_2",20229,3.905555753235896,"2015-11-12T23:02:36.204Z",,"2025-11-09T23:02:36.324Z","2025-11-09T23:02:36.324Z"
"cmhsbjo6d03t0maftcfqk4rxc","cmhsbjkil003nmaftnjcmwyaj","OPR-0066","SIM-BPB096K8","OPERATOR_ALAT_BERAT","2028-05-27T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":9}","ACTIVE","SHIFT_3",18472,4.893769669218967,"2016-11-11T23:02:36.204Z",,"2025-11-09T23:02:36.326Z","2025-11-09T23:02:36.326Z"
"cmhsbjo6f03t2maftd7vs098g","cmhsbjkim003omaftbyn95pvk","OPR-0067","SIM-JF80HZOY","OPERATOR_ALAT_BERAT","2028-09-24T23:02:36.204Z","{""dump_truck"":true,""heavy_equipment"":true,""years_experience"":3}","ACTIVE","SHIFT_1",6247,4.346902886982339,"2022-11-10T23:02:36.204Z",,"2025-11-09T23:02:36.327Z","2025-11-09T23:02:36.327Z"
